ID_sample	PCD_Subtype
SAM31291c256373	PCD-A
SAM85e41e7f33f9	PCD-FA
SAMfb7aec7cb0e2	PCD-P
SAM4b7ea015fd9e	PCD-PN
SAM3b15b4c6311d	PCD-FA
SAMe3210d3632b4	PCD-A
SAM8533e5e261d6	PCD-NF
SAM75142fcab9df	PCD-A
SAMc57eadb2d82b	PCD-FA
SAM08cce2fa88f2	PCD-NF
SAM075e037d95bc	PCD-PN
SAM5767dd75d142	PCD-NF
SAM4b0175e8db6e	PCD-A
SAMba1a34b5a060	PCD-P
SAM1a87df750b9d	PCD-FA
SAMb8101c538753	PCD-FA
SAMb963dda93cfd	PCD-FA
SAM4edbe45817b3	PCD-FA
SAMdcae54fcd7fa	PCD-A
SAM8e43e9caf307	PCD-NF
SAM99b1f6a9534e	PCD-NF
SAM9725303dce0c	PCD-NF
SAM8e469834acc1	PCD-PN
SAM9448d858692c	PCD-A
SAMda4d892fddc8	PCD-FA
SAM557dde1b9f3e	PCD-A
SAM3ee5dcd894f0	PCD-FA
SAM7fb6987514a4	PCD-A
SAM36851bc8b9ae	PCD-PN
SAMc0da5d48686d	PCD-FA
SAM31d9176e11fb	PCD-FA
SAMeb587a68006b	PCD-A
SAM94859b440b1d	PCD-PN
SAM110501d0eedb	PCD-FA
SAM76a431ba6ce1	PCD-A
SAM5ffd7e4cd794	PCD-FA
SAMba7176afe070	PCD-PN
SAM6662f5181f87	PCD-A
SAMa913c6139ec8	PCD-A
SAMd4c0837b0997	PCD-NF
SAMdad5c29dc105	PCD-NF
SAM23095936e611	PCD-NF
SAMbcbc7957c264	PCD-NF
SAM6f2a102a99df	PCD-P
SAMd86389d0d768	PCD-NF
SAM563d6233dfa2	PCD-FA
SAM0bdb3428bd13	PCD-A
SAMe9475f77504b	PCD-A
SAMa0ca029b7afd	PCD-PN
SAMf28c01545593	PCD-NF
SAMbe25e2c88f3e	PCD-P
SAMe9ae8beb82fa	PCD-A
SAMd697ba701077	PCD-PN
SAMae1690469964	PCD-NF
SAMa1e62d323e1d	PCD-PN
SAMc97f35a29d16	PCD-PN
SAM2de7cffb5f72	PCD-PN
SAMeb29625f76a5	PCD-NF
SAMae02629a97f7	PCD-FA
SAM9eebdef2858a	PCD-NF
SAM9681450bbc90	PCD-A
SAM65afda25b920	PCD-A
SAMa9ca8536d2b1	PCD-A
SAMb2e4a082541a	PCD-P
SAM9410b866974a	PCD-A
SAM31f41dd0d6ca	PCD-A
SAMd3601288319e	PCD-A
SAM2eb07dedf07f	PCD-P
SAM753d4bb52dbe	PCD-A
SAM87a8e18eb45b	PCD-NF
SAM1f83ebd6be9b	PCD-NF
SAM065890737112	PCD-NF
SAMe50d15fde368	PCD-NF
SAMb3c02294aba7	PCD-FA
SAM7d2dfba6cd84	PCD-A
SAM025b45c27e05	PCD-A
SAM7bff231634e9	PCD-FA
SAM3779e979db6b	PCD-A
SAM8a1b0e02ee42	PCD-NF
SAM5fe7a81a39dd	PCD-A
SAM62fb1388c871	PCD-NF
SAM59fda9035d1d	PCD-A
SAMe07c4560772d	PCD-NF
SAM2e9ac0b1b250	PCD-FA
SAM560f23d6a3ad	PCD-P
SAMa90d73f8d891	PCD-FA
SAMaf7578d55754	PCD-A
SAMbd8ee73983b8	PCD-FA
SAM9cafb905b36a	PCD-P
SAM568ce160abd9	PCD-A
SAMf82bbdc267c8	PCD-NF
SAM18039827e1b9	PCD-NF
SAMb419a8fcbfcd	PCD-NF
SAMffa5c7cad0e5	PCD-A
SAM1ac4e3dee297	PCD-NF
SAMe3d4266775a9	PCD-PN
SAM18a4dabbc557	PCD-NF
SAMc919aebc7fdd	PCD-A
SAMa321770ac31c	PCD-FA
SAM7aa01fc49a80	PCD-A
SAMa535fcdf18a0	PCD-NF
SAMad83c9c53537	PCD-FA
SAM34430ef08e5b	PCD-P
SAMeff2ce356ccb	PCD-NF
SAM4305ab968b90	PCD-NF
PD_005	PCD-NF
PD_007	PCD-NF
PD_010	PCD-NF
PD_011	PCD-A
PD_012	PCD-NF
PD_013	PCD-A
PD_014	PCD-A
PD_015	PCD-NF
PD_018	PCD-PN
PD_019	PCD-A
PD_020	PCD-P
PD_021	PCD-NF
PD_022	PCD-A
PD_023	PCD-A
PD_024	PCD-P
PD_025	PCD-A
PD_026	PCD-NF
RCC_102	PCD-FA
RCC_105	PCD-FA
RCC_106	PCD-A
RCC_115	PCD-PN
RCC_117	PCD-P
RCC_14	PCD-P
RCC_18	PCD-PN
RCC_21	PCD-FA
RCC_27	PCD-A
RCC_41	PCD-P
RCC_50	PCD-P
RCC_73	PCD-FA
RCC_90	PCD-P
RCC_93	PCD-P
RCC_96	PCD-FA
RCC_99	PCD-P
X00892b2a96088ee5a09b881368c01fda	PCD-PN
X00936b9285d6b8665ae9122993fb8e91	PCD-FA
X0266eeade6ca63ad927d85117f882655	PCD-PN
X02d38608a5177d4432002c2a9cf9751b	PCD-A
X046d63897cffd07093069e1986db4014	PCD-A
X05d22214a12074d176162b3d3d206363	PCD-A
X065cba0a7be42c63bc66381248079786	PCD-FA
X066163adb7ac97187777f99246ade71a	PCD-A
X06ef28ca7f0c2f30d845e89f85369f2e	PCD-FA
X070737943aa2690378c5d73bdea647d7	PCD-PN
X09a4c5313418bc448fa16ba847012a9d	PCD-PN
X0c38f986cbea173cbafc957bfd0b28d8	PCD-PN
X0ccea5ff3169707a9e21cdac6235c894	PCD-PN
X0d5f6c7702aa2126719f1449869cb871	PCD-A
X0d698cf8dde695f7a8cdfad41fad55f1	PCD-A
X0d6dc6f04227c9e2d68b1bd2cee57be7	PCD-NF
X0de012a810cbd5283893a650dc5099a4	PCD-FA
X1096a9d28ca7950724a896867e729133	PCD-NF
X10cac65fe934644120fb592381042cf1	PCD-NF
X10ec23fa07eea3d69a7769af58732d4f	PCD-P
X1282a363cb519143621bb786e756e788	PCD-PN
X1315562a66350bf6495683fbbd32d811	PCD-P
X132b491d0edd4e1494250a18a31d442f	PCD-P
X13b911b56a330efd2660b67b1cf98466	PCD-A
X1419bb61cff4470103db9366a61b6ad1	PCD-PN
X142598966b9c6f373bd9f077689c67d8	PCD-P
X149d7097a5e30cd7e236fbb36d673c85	PCD-P
X14bb75459fb5c1a32548e228da504349	PCD-PN
X1692599f3867c8e12b6bf09046771943	PCD-P
X16976202f690ab9fcaedacc52f5cb27f	PCD-PN
X16f59d5c4921b2ba45f007dabad3cbed	PCD-NF
X171f97d4eec5de4815cf607897a88f0c	PCD-A
X191913a7fe9b4af030fbc7e6c700a947	PCD-NF
X1acab56e6d9b6d862a0060dd370d6a20	PCD-A
X1cb1841daad70ef7c6839b5f9d545558	PCD-FA
X1cb9577d90b2a15e59959f7f911e6689	PCD-PN
X1d7f4d3ed5e4fa978c54baff3e53cdbf	PCD-P
X1dba533b49b13d3dce87dcb185810486	PCD-PN
X1e3c3a35d1e2dfb5cc4e564bf73d2f2b	PCD-NF
X1ee17dd8582bd966a10bb046765f5da0	PCD-FA
X1faafa1d86ddce2725e2603243a8c37e	PCD-NF
X1fc17d39813bb21078851cf009f5bdc5	PCD-FA
X20d133389892a705133675d732b26222	PCD-A
X2111fa69962467ac3774495b34549ca8	PCD-P
X211c2e0bb90037d7c0285da1025e5b59	PCD-P
X2202ed712481940f934cfb5812b743f3	PCD-FA
X2528a2fb7cc4f5bc3922038fe45ba025	PCD-PN
X26e514929c0ff7fae17a551d21ab46b5	PCD-PN
X270eb069e858ab11185487082313a8ba	PCD-NF
X2b5f3fd2a90978b344fec39d51c54017	PCD-P
X2ba17c90a3c1bff4ef8827b2663120e3	PCD-NF
X2c2ff92bdb686414aa7bed3fce8ae0e4	PCD-A
X2c91f66dca78e448a837b6254bb8e805	PCD-A
X2cddd57246691bb4967fd526e468af6d	PCD-P
X2d0a4d6a0245eddc55832f3567edc1b0	PCD-FA
X2d5b794b4a59d862d8d75f411db99898	PCD-A
X30165d5b06d679e87a97260760a2321d	PCD-P
X307540b071972183f79089bf2968194e	PCD-A
X3080ff5d464ab4f495f18195a79efec3	PCD-A
X30ee743b7fde59d25ee30303eb699e31	PCD-NF
X31a31f6f73350abb07e3ca22680fe24a	PCD-FA
X31dc99ac3198e9b0437786a6f2edc50d	PCD-P
X31fa1e19b01dc9f394e3137d9233ac7f	PCD-NF
X32be66e8f559cffac728b3bc63ddeab7	PCD-PN
X33ba1e8c2ebd0601d58598d409bbce02	PCD-FA
X33cc64b4735bf365bc230704691090a4	PCD-A
X33fe25b1ae7fa2d13b0cebf465cda997	PCD-PN
X342758d6ea21d1386905ac1ebd7b325e	PCD-PN
X3437bfdabe0e2ac65dd8374a5015bded	PCD-PN
X34af9fb58cf5136b9863f09f90309afd	PCD-NF
X3591e786d7e1feb1237e5b3025071c62	PCD-P
X36d6f54c18a77130f8598458b0539ea2	PCD-PN
X372d9a0fb462df93f8fb37eb775181de	PCD-NF
X38fdaad447be4708ecd1a3b2ac1b7885	PCD-FA
X399e52bf5620e856a190f0f002599eef	PCD-FA
X3a136cd62607201b4a5025d1b5368c40	PCD-PN
X3b785dfe51f758e18bca243f56b5117e	PCD-FA
X3cdb45cfe9ffaac83f36c75e4af759e6	PCD-A
X3d0e882f5ba9d8cd36fb62661a9f2a3e	PCD-A
X3db1a6d0d06440f66429056e3727fab5	PCD-A
X3dbc4bc73dfba4629ad5fef29a99f7e7	PCD-P
X3de3bcd0c0874689a5e14cb96a8d8b54	PCD-P
X3e5badf09c1f168d8e19efc1ebb54260	PCD-FA
X3e72c667849f46d12575de2c8fe1b73f	PCD-A
X3f1980268b36d427000556736ffe5ca0	PCD-PN
X401be11fcf63b27f4108d070f0ff829e	PCD-NF
X407f1a2a5483e7c610000f4a7d6626b8	PCD-FA
X40e911a28e5b04b44b080cc04a5fd654	PCD-PN
X40ff97e3fb95317c43e78c54e4af6fa2	PCD-NF
X4188bd9ad1e2c2f2d6a429c29ec28532	PCD-A
X41adc178a0c91e8182417308a2ead0af	PCD-P
X423d4e701b61d84a699cbabf6ffbb184	PCD-FA
X455848b4836fafe39ae8cc9642cb5596	PCD-NF
X45894bc3efe4b9fb756b9b60d860524d	PCD-A
X45b90f085077bf19a0687200420aad0a	PCD-P
X4617a52675559f7b992cf596a448804f	PCD-FA
X464daad68082ebb8209ea5db3a50e7ac	PCD-FA
X46a8c75eb2f5ea2df29957ad27749d1e	PCD-FA
X46c3c80adf66dc80a778498311a1fac6	PCD-A
X47001a91d71acb95bb7a3d249baa19ee	PCD-P
X47810e4a1d20c07f975b3546767ef2a0	PCD-FA
X48ebdf79e99261ca64ec89fa7cac2e00	PCD-P
X490b3aaf0b34d71712e894ca670bff00	PCD-PN
X490c18e70438680918d3ff4b611c6a0a	PCD-FA
X499855b171ee5626422214dedd2abe64	PCD-A
X49adc7734a3f2ce5accc83d55de64009	PCD-A
X4a8c1f735194d39e533317527bf027cd	PCD-P
X4aa3c05a1721abdb85a8cef490bfcc80	PCD-A
X4ad56c7ed6c731462c83bd188e409ca3	PCD-P
X4c20c40030741ca8a07e483e26a19e67	PCD-P
X4c53ca0da8a337cc85f13c6beee2f35c	PCD-PN
X4c5d2d4d935901608238afa354af9e31	PCD-NF
X4c8bc6afa4b41d21c24cbd1f6acbf449	PCD-NF
X4dc5526f2380d1944c16c405492293d5	PCD-NF
X4e0cabea7a8fc8b2f393af82854d435e	PCD-A
X4e87ea75ef4ec88b310fadbe64482350	PCD-P
X4ef84c59544ab1ec4571d9d3bc5bf20f	PCD-NF
X4fa2a1b3738de2989fb9621b6895af41	PCD-A
X4fd2a06a93591162de642a421b33fa77	PCD-PN
X503d4b91a21946b28d89bbc0a6ff1c0c	PCD-PN
X5063c34f9a841ad4a0c53dde5f42473e	PCD-PN
X50a360052d5f832029f99bcfc8d51b74	PCD-FA
X510c6ec5d94c0fd563a1f2b7e5e938cd	PCD-PN
X5153865bee65ce6bf758ce935fbbbcaa	PCD-A
X527f2aafe7403452b1f14607425ef28a	PCD-P
X535d3b099f0a293a5d6b4bbd7b0f0e77	PCD-A
X5450a2f44a83967cee81bf8e9599ae30	PCD-A
X54d26518c4a4300bbefa41c5a25040ec	PCD-PN
X5533e4b9ab4293e76c613428d49ed7f9	PCD-PN
X55a53755c5d27e22e4408e44d1bc989a	PCD-NF
X56517cd1ff5c36c94c351f69437a110d	PCD-P
X578b112acdb7a280ee7a333abf958899	PCD-PN
X593df5fbb758a91e262411484346d0a2	PCD-PN
X59b82f0ea6ca1faa0dc5ff2f15111ff8	PCD-PN
X5b5e39b2215dcb24bf216ccbf6166e39	PCD-NF
X5baf5f197178a266431ca78d774ff73b	PCD-P
X5c36fc9c9190e8ef6f5ac745da99a844	PCD-PN
X5c5116e7958575e3f79c936efe1c57a9	PCD-A
X5c8076eeca70f8a7c44e2a1693e31936	PCD-P
X5db2ba740f908fe3a3e6832d48949346	PCD-FA
X5db3fb52bae7f0ca108b11eac258a5ea	PCD-PN
X5e1d0f6c1f49464de96f31fe97563788	PCD-NF
X5e3f9f5f902b6fa7420fac1e04a2559c	PCD-FA
X5eec42ac3d60e17a0ee801790e5f8c1a	PCD-PN
X5f162dc7790e03b002ba75d5db05e0a9	PCD-PN
X5f49414082930ad3d6faa26afe948131	PCD-A
X5f6d56c13a1a7968d5c20cf44c9ed3d9	PCD-NF
X5ff923bba9daefad54e8f268b0809fff	PCD-FA
X60e548e4beac14fd27d9a41556a076aa	PCD-PN
X6348fa126256a61bee9a1ba9f1dfc580	PCD-NF
X634bf443a76471fa32212f6537b66494	PCD-PN
X64875728bb1ba831bf8b886cbb20235b	PCD-FA
X64a237d7f7f6096638bfab20b7a0975b	PCD-A
X65267ab96e97ada6d44778c6bca9c9e8	PCD-FA
X680a33183fd78f2b9a08c97342f7a9b0	PCD-A
X68fa64ddcd99e95b6085b3ef1eb075b7	PCD-P
X692d529911641ea34c920a70eafac71c	PCD-A
X6a295c4f7db25ea5ad800d1d9df4cdfb	PCD-NF
X6a727ed3fd694e28e7e3c8df3dea219b	PCD-PN
X6ae495b09cc60d421ca35e96b8617a78	PCD-NF
X6beb5548a8060d418335891d98ea8781	PCD-A
X6c822e20f412da5f66e15ba09d63658c	PCD-FA
X6d110edcfa19d0fafc2684ae8b8afa6b	PCD-PN
X6db065de288cb9dbb118cc972e93110a	PCD-PN
X6e6f5c96d10dfa96418a6e67218cb9b7	PCD-FA
X6f4813ac3666d0bcab8c61a8ac6bec57	PCD-PN
X6f5c1c6ee29562e92b675186a9a24770	PCD-A
X6f5f07201e23cbc8659f078d29b36cac	PCD-FA
X70c8e245754792089b6d06c83b448e30	PCD-PN
X723d15a0e582e2096f38afeeda3a18d0	PCD-PN
X72d1be50f12b9e7518b7dee51a59d13d	PCD-PN
X7331ed3730c6913b1d0e609095a9ad69	PCD-NF
X7497144f2ef21e19c254fabd5639413b	PCD-PN
X7533d8277a20dfb0c88915db24868ee9	PCD-A
X75528f585fc35a72c1f7b575cc390ee2	PCD-FA
X76ac22987ded8959b45ee5e35375195f	PCD-PN
X76d17bde5ef4f59248f2dfadb6ba27ee	PCD-NF
X76ebb83ce08b46b79c0ac9188be50566	PCD-NF
X7705345d3d9843faab494c3b8319a90a	PCD-PN
X7725ac4bf4b4ef6da024ec4830c6487c	PCD-P
X774bdabe56f84b6a22415df31683f23e	PCD-A
X780cfa362fa0dc62086edbc2b2114ba2	PCD-A
X7bc7d5df0739f7dd4d7f142c858971ff	PCD-PN
X7c276f502728f99d72029bdb8570114a	PCD-NF
X7c31805a23583362dc8ada543ae0bd69	PCD-PN
X7d786118a14bb08daf7b5cad85f27371	PCD-PN
X7d84f93927db305825400d52fe2467ac	PCD-NF
X7fce185da7ac24ba2e5cab56adf3a4b4	PCD-PN
X8052f165e6716be68da7dbcea1b38df3	PCD-FA
X80dd6edb18c222882a5790ea6cab9382	PCD-P
X80f9a88517555f71e441163428db8371	PCD-P
X819edaadb358fdba6f7197b8f3cd3c28	PCD-A
X82e18c17d30609fcaef903843d59d791	PCD-NF
X8301d6fe44fd03cc1af1d730ae7938e0	PCD-PN
X8325a78d718bc670b1316f22f4e85e98	PCD-P
X832e10f63e678f47e1ca9df1eed387d4	PCD-PN
X83864118183d6d44a78a1dcfd50420de	PCD-FA
X843b6d9d38faa538b6fca3ef0ce45d90	PCD-NF
X84b76cf406160a69f3c0ca47a6f5fb33	PCD-NF
X85e649550a835fe5b9aa7242dc1334dd	PCD-A
X8783adc097e910b52c11f50e2a4aff2a	PCD-FA
X87f909dd661a6f016797819f498c2cad	PCD-A
X883dfe26a92f2d337c082020465b08d6	PCD-PN
X897660095e14291476c04c07d62ab19c	PCD-A
X8b16dabb218e165eb22f3ae7d5fc2fe1	PCD-PN
X8bbe55f701b2cb1741c3c8d3fc3e5f6f	PCD-A
X8bd3ad55b8f72e406430d3ea0fd79497	PCD-PN
X8c9cc36edfa940e108e6cb945f72fd5d	PCD-NF
X8ce8d5e386619f67fd48550448a52b05	PCD-A
X8e1ad2854c3bea90f66eef338b4f813f	PCD-FA
X8e2d227961ce2739dd10b141b5e7ebe1	PCD-A
X8e828e2c0cf2d1a5a910a8b0fc286651	PCD-A
X8f59876cddb394193004de168c132baf	PCD-PN
X90b83220b53c76c8d4970330a1fe882b	PCD-FA
X90d98471d59b5c0b179e8e38e9c566fc	PCD-A
X91a68b73b9ef311d3a6f598a10b8d369	PCD-P
X92da4f0f17bf64a7f3c4b7c9970869ea	PCD-NF
X931ae2ec7ce29c4bd4e00c0c31777813	PCD-FA
X9388bd484d0e404c6732573b4228d2a2	PCD-NF
X956b58c9f3bc9154ebccad2ff4dad365	PCD-NF
X958ebbaef76f179c25a4b8a2dd03919f	PCD-P
X95de3a9a466261563ac56429650618d3	PCD-A
X96bb5c571e081ceacfc6ecaef0f06eb4	PCD-P
X974cd143fdd3a317f20044ea2cf0a5ce	PCD-NF
X983637d5ccdddf029d4f1858eaef9527	PCD-PN
X99252e20f6fafaefaf3fadf51acc1ed2	PCD-NF
X9b1952ff2f60a44272d3fdd1b0cfce64	PCD-P
X9b233d12051942da673360eae83092bb	PCD-P
X9b4771d72604de636d8fc01006bec3cb	PCD-A
X9d0c399b3ad78757f9188bd6aa785dc1	PCD-PN
Xa021f5de25a2ffa059870f059a65d075	PCD-FA
Xa05d7892b8a58c890541ef76171d8139	PCD-PN
Xa0b271c0bf7021d54e2423c6cafdf7de	PCD-A
Xa1be8162bfc18fef3ecf0aa3de28f948	PCD-PN
Xa287e74d0c158f8cbd802441931ecc07	PCD-FA
Xa3860b3957d9e15d05c4947503ea3c3a	PCD-PN
Xa57451efa2822becb256706fe939d078	PCD-P
Xa7e40154bb3957e5d149cb5459f9bb32	PCD-P
Xa86c464d7742799bc7cca15e5073ba6d	PCD-A
Xa9894c70216514219b5f0f25e1722e32	PCD-P
Xa9b94b18beed8e4ee8bf626c2f41e756	PCD-PN
Xaa1b3ba6002fdc8b8b13bc722b2fe074	PCD-PN
Xab2c4c91b315465a99537d47cfeb7ca0	PCD-FA
Xabf7e93504cc2e54f324e7fd1e7c5ae3	PCD-A
Xaf2bc83e78148af5d2a4ac4796d4f654	PCD-PN
Xaf7263b2c6a6d79146ee2433c9097859	PCD-FA
Xb174a22946d23624c5dccc28f9360223	PCD-FA
Xb1b6e68ddf4e7f59f6246de37b52a657	PCD-PN
Xb3e8f4122cb2e99b707d84ab8a095010	PCD-A
Xb4e664746cbea6b38ec618cef93983e8	PCD-A
Xb568ca553ada1a11e6e4283e2426a605	PCD-A
Xb6b7cad566ae32216898aff50bbd861f	PCD-FA
Xb75f823803af55f1de150e4f4de3312c	PCD-PN
Xb847a6787ab5c7701c641462787e3ac0	PCD-A
Xb983bac0b13161192f9db4ad92aeba52	PCD-FA
Xba314ebdbc21a67b2f5a30ea871c1121	PCD-PN
Xbb15b2459d7bf3d5515151f9de1e9756	PCD-NF
Xbc08a17e9b687750725db0986f4dced2	PCD-FA
Xbc7a029dc7ce4b19a5a2b78a7b2fc6ae	PCD-FA
Xbdfa6222382f82a7f9b125c93057cc7b	PCD-A
Xbe6871919074c89a4a134d2772f8b338	PCD-PN
Xbebf2ac740744d14a9c3196582773a65	PCD-A
Xbfc724a75b2df0ca789d38c68601577b	PCD-NF
Xbfc74502e5e2f9e11ee5c2bc3b84851a	PCD-NF
Xc24c2d5c9e3fbe370b73035d1fe213ed	PCD-NF
Xc2bbe39a40e0ea262e6d0b9d6ab7abc6	PCD-PN
Xc2d4165846f97640572ca02893698074	PCD-NF
Xc34326aa3930cff64eb1b7d41a118de6	PCD-PN
Xc3a87c39d5e5fd936c2cc6c2f40d1ac7	PCD-P
Xc47444ad611f007560f0c1a76a2e7136	PCD-A
Xc59f11474e4e288c94b16010682b8f96	PCD-NF
Xc5bda5244ebc014a1e9b8ec3b82ff609	PCD-NF
Xc69e258f8fe7aab43915d72d4842bfd5	PCD-FA
Xc6f9674d8473b628a802595c2f5880ea	PCD-PN
Xc7439a06ffa32b313b0ec1b987b992a2	PCD-NF
Xc8aab3f0a71859b744be62893ffbfc78	PCD-P
Xc8b258f1bece55ca2497e1e55ad7c280	PCD-NF
Xc93021d3938abd806b6edb9e48982d3e	PCD-FA
Xc98150517e6c53b6d6dc9f7b76484e46	PCD-FA
Xca8fadcc3339337709f71b79464a83ad	PCD-NF
Xcad1fd440c471f7904a591829cb6d14b	PCD-NF
Xcb607df67dd6bb88c5aae2ff65c485ee	PCD-P
Xcbdb3a4eba82ff552cf858d0d11a5947	PCD-FA
Xcc33070c83d7aee7287a6b209863d68b	PCD-FA
Xcd7226eabfc7461ac437f800e24ad62d	PCD-P
Xcdaf1a47e636b818a05fc059e5e7362e	PCD-PN
Xcdeadba663a471057fd7ce97bb34b3e1	PCD-FA
Xce364e38e480eafe53540bf89440fe06	PCD-NF
Xce653fac9fcd291555d86026cbbe73af	PCD-A
Xce9f25e180783082c9c095ea5dd0bda7	PCD-PN
Xceed74a24dea8bbb00de34feee199cdc	PCD-NF
Xcfacb7eb725aa51c8def27f8bd09b2c9	PCD-P
Xd08176f366ce640169b7758844c0bbfe	PCD-PN
Xd0a1c785570866e67fda7b0c34acfd22	PCD-FA
Xd14fb91b737e78e07ee6622e56539dcd	PCD-NF
Xd15a6cf4a5cb803bad1e1018c3860868	PCD-NF
Xd38da66e6c76cebf440888b81e0bbbad	PCD-A
Xd638828ea3a561ed62fdc4786771b528	PCD-P
Xd695bc17392990da03f89704a05de665	PCD-FA
Xd6f8c28242e48d91ef4bc598cb9e617b	PCD-A
Xd8f6729e866977119d019d4300085941	PCD-NF
Xd9e044356ada439e9bb8b532db358d22	PCD-P
Xdae1b2a0bb4d7a946c6090f4b63ff3cf	PCD-NF
Xdbf4b0114f0ccc6c53724809d4946d8f	PCD-P
Xdc8850b7a6847a8b4e0302d3deb21746	PCD-A
Xdda232ea154ef4752c1210c4cf0bc8f2	PCD-NF
Xddc4ff1849070c7b6d678bb059022f12	PCD-A
Xddfb6783c289302f8084934a25584284	PCD-A
Xdf5868027d40950ed7db528969acf608	PCD-FA
Xdfcf5305535621a96b578113a61d1144	PCD-FA
Xdfdfed054a070b6d003e028c7fe428cf	PCD-PN
Xe0b1d98af1a2051f94a80e6d25ac90f3	PCD-FA
Xe1b0f87c25889df31bc0fe76a68853b6	PCD-FA
Xe33838348374cf6c65cb5a6baa2b4c4b	PCD-PN
Xe349b3b57901898f4ce19e0f8ae00073	PCD-FA
Xe38d274b6db8d5529cc013942f95673d	PCD-P
Xe3a92c49455bf11904afa9c1d9661350	PCD-PN
Xe3f5aefef52a59a32a563f27080f7718	PCD-PN
Xe495d4d58d8a6ac92ad28d75abfa99ea	PCD-P
Xe49744bb3cd2750dacc5f87e48c34c34	PCD-P
Xe5708fa8dbb23ffce9d768f2af036bc8	PCD-PN
Xe60a38f89d5f9bf4c9c5eecacb281bda	PCD-PN
Xe72293cda67b6d1dd148f3b67eaa122c	PCD-P
Xe8861b1bdcca5b3576f25986bd4e91df	PCD-FA
Xe8fd7e061dc695303531468579ce9cbb	PCD-NF
Xe9433456121a8710f455344dc9c484c7	PCD-P
Xeb3456819968e1e488e594986af7fc23	PCD-PN
Xebd60f0b53f631b3652393070ae27ff6	PCD-NF
Xebda0643a03f2b2a2bd5e31289d3364f	PCD-P
Xec1bc98eaf9528b4671b2e6380ef1f7e	PCD-PN
Xecba685c7ee49ce91dcb6f204ac0c406	PCD-FA
Xed91741e1dcf7f5d6daa5266d106db68	PCD-P
Xed99414f95c227f254fb0000c7ccc6cf	PCD-PN
Xee20a06333f572a12339eb1f7194201d	PCD-A
Xeea47674d745fb638f7ed5d517b8e220	PCD-P
Xf1c001fc4a606ec3775852226bba646a	PCD-A
Xf339ed9120803df547c528b253ddca06	PCD-NF
Xf356612bfb14f579d0109dd28a074fac	PCD-NF
Xf38ca769a89025901a144cbbe657da6c	PCD-A
Xf4296b0604c8d0b2a800837ada09ac5e	PCD-FA
Xf530811b226c90782cb8ddd71e28cfce	PCD-FA
Xf595addaf738129542c61ecbd2daa940	PCD-A
Xf772ea4ed61813a59910f6c26332fa25	PCD-P
Xf820ea17f0159aa56af9c0d10f5c329b	PCD-A
Xf8574b7124f7a3b9e886350b171a85ba	PCD-PN
Xf9d1704261fa366e71727842483a4061	PCD-P
Xfa8012d58e6e95476342cc3e0d7eefa3	PCD-PN
Xfab3b2d8b666d807064f44cf2671b1af	PCD-PN
Xfb9f7ca2d7daad69473b1192db1d7c30	PCD-A
Xfbff2fd623efaaa23c9da75cb2084925	PCD-PN
Xff34dbd0f069670a20827e31b8026144	PCD-NF
Xff8fbe2fe76c82d429d4fa1d315f3b93	PCD-PN
Xffb8553875f8d19e4cb0c3b883220b26	PCD-P
Xffe3f3ffcd97736a82990cc6f81078d3	PCD-A
PD1_10_EDT	PCD-PN
PD1_10_PRE	PCD-NF
PD1_11_PRE	PCD-PN
PD1_12_PRE	PCD-PN
PD1_13_EDT	PCD-NF
PD1_13_PRE	PCD-NF
PD1_14_PRE	PCD-NF
PD1_15_PRE	PCD-PN
PD1_16_PRE	PCD-A
PD1_17_EDT	PCD-A
PD1_17_PRE	PCD-A
PD1_18_PRE	PCD-FA
PD1_19_PRE	PCD-FA
PD1_2_PRE	PCD-A
PD1_21_PRE	PCD-A
PD1_23_PRE	PCD-A
PD1_25_EDT	PCD-P
PD1_25_PRE	PCD-PN
PD1_27_PRE	PCD-NF
PD1_29_EDT	PCD-NF
PD1_29_PRE	PCD-FA
PD1_3_PRE	PCD-PN
PD1_30_PRE	PCD-FA
PD1_34_PRE	PCD-NF
PD1_35_PRE	PCD-P
PD1_36_PRE	PCD-FA
PD1_38_PRE	PCD-PN
PD1_4_PRE	PCD-PN
PD1_40_PRE	PCD-A
PD1_41_EDT	PCD-A
PD1_41_PRE	PCD-FA
PD1_42_PRE	PCD-PN
PD1_44_PRE	PCD-P
PD1_45_PRE	PCD-P
PD1_46_PRE	PCD-FA
PD1_47_EDT	PCD-NF
PD1_47_PRE	PCD-A
PD1_48_EDT	PCD-P
PD1_48_PRE	PCD-P
PD1_49_PRE	PCD-NF
PD1_5_PRE	PCD-NF
PD1_50_PRE	PCD-FA
PD1_52_PRE	PCD-P
PD1_53_PRE	PCD-PN
PD1_54_PRE	PCD-NF
PD1_6_PRE	PCD-NF
PD1_7_PRE	PCD-P
PD1_8_EDT	PCD-A
PD1_8_PRE	PCD-NF
PD1_9_PRE	PCD-PN
ipiPD1_1_EDT	PCD-PN
ipiPD1_1_PRE	PCD-FA
ipiPD1_10_PRE	PCD-NF
ipiPD1_12_PRE	PCD-A
ipiPD1_13_EDT	PCD-P
ipiPD1_13_PRE	PCD-P
ipiPD1_14_PRE	PCD-PN
ipiPD1_15_PRE	PCD-NF
ipiPD1_17_PRE	PCD-FA
ipiPD1_19_EDT	PCD-P
ipiPD1_19_PRE	PCD-NF
