ID_sample	PCD_Subtype
6adff7d5-2895-4c47-a3d7-d4e66a786241	PCD-PN
de6f8f22-5218-4a49-b680-d07360a3733c	PCD-FA
c824c302-ad94-4f6b-bb8e-cdb514dc3a98	PCD-A
cbf52837-021a-4e8a-9b10-e19be07e3422	PCD-A
37721b24-66c4-4280-972f-21efad053310	PCD-PN
01ae5b3c-2980-4a6e-9713-dd3c146c737f	PCD-FA
104f2616-b0ea-40f2-8b13-16af8e7ea911	PCD-NF
ee91b5d3-5e87-41c5-9cda-ddafa2409de1	PCD-NF
04c7980d-490b-4403-b483-985e8f096706	PCD-FA
fab13eb4-2c65-4db7-bac8-6ee2d5107b5c	PCD-NF
90fff658-c8a9-4582-8c9a-4458427edd2a	PCD-P
27e1e1f9-85db-4381-b18e-b21b18545d73	PCD-FA
4e106d89-a3e4-4994-baf6-3103910024cf	PCD-A
c5af6bca-cd47-4917-832a-93654fea593f	PCD-FA
5c134bd7-6f07-4f63-ba79-ce026c8b5454	PCD-FA
f58734bc-79f0-4be6-8b72-dd42bf9e0e16	PCD-PN
ea932d51-cbd6-48bb-9026-c819e69ee118	PCD-FA
acf5935c-21cc-4051-9414-74efe7894f88	PCD-PN
ddfd522e-b2e2-46a3-8e15-1be2a023b152	PCD-A
fa649760-f617-4f9b-a0c0-3b47f3605986	PCD-FA
614f8351-3eb5-466d-825f-f88923d25606	PCD-FA
ab7fb63d-47d5-4397-8db5-114956b95c09	PCD-FA
35281a56-493e-4350-b3cb-80cd32133224	PCD-FA
a9ab3b96-9285-4253-b646-3e81509a3623	PCD-NF
d6df09b5-7b6c-4697-89f9-6f72072d81eb	PCD-A
54b97818-5e37-4b22-913b-5dd52de3281a	PCD-A
6e85a3fa-d088-491b-ae4e-2a779c6672fb	PCD-NF
42ba7db9-b6ee-4ae9-bdc9-59745b760195	PCD-A
374c5c41-2045-4cf3-a5be-d99904d69019	PCD-FA
8a56f082-cc9e-41a2-8a3c-3b8fdf1684d8	PCD-PN
b09a93fd-ac3b-431a-a5de-4f860429ee57	PCD-PN
27e50bdb-21b8-45e8-8f0a-7c7e9a2e943b__b04899cd-4c40-4de9-972d-4f0cf1eb967c__e81d95a4-247b-4993-bacc-d00061420963	PCD-A
4d58816b-abfa-41fa-802f-3dd178599739__b8b863f8-3c64-4f74-bf59-0f50c4d7dd75	PCD-A
07d3092f-24dc-40ab-964a-0fc9bceaa70a	PCD-PN
6076950a-8de5-45cc-91c2-cb3cbe7c03c8	PCD-A
4c059ae2-e467-487f-b339-7f13b1539d92	PCD-PN
1c286de0-44eb-4bbb-a4c2-152649cac2e5	PCD-PN
de3436d8-8799-406d-85fc-d5440df00f7f	PCD-FA
3ee8e89a-f49d-4b03-b246-5d1b9cb82da3	PCD-FA
2bc499f9-fc93-4540-a2da-cbce197e7c64__a73b412f-4b22-49e5-b43a-4b3b057418af__fb0b1e0f-1bf3-450a-aea5-a9d4a3742d32	PCD-PN
2dbd35c2-f8c2-4cf5-838c-f41dde670774__93d74bc1-9e24-49f4-b645-a2a10986dcd7__a140dc83-9255-4923-b544-8980a3773ead__dc596e2d-da04-460c-836b-2db920328e8a	PCD-NF
398f26de-2926-4d53-894f-a92d085d5662__671454e6-3336-476f-8175-3f3778a988d6__878abaf5-ea7d-49d6-b9af-9e8f43fd3146	PCD-A
b620794a-4693-40b6-bec9-4312001f9d11	PCD-P
a2c3415a-9daf-4158-a28e-7e9aeef4cc71	PCD-A
a591e530-d9c1-46fe-8060-3eb1e392cbcc	PCD-A
3c67c8e9-e83d-4ad5-9776-085994c6376c__e3d57c66-ff02-4f9a-9627-69535be39a8c	PCD-PN
49f98bf8-5105-4cce-84e8-f6933411955d	PCD-PN
489e08c5-0b3c-4d07-a88d-d2d0100a5f09	PCD-NF
17e97d9b-89d2-46d3-bea4-189ce3948681__1d0ed929-c938-47a2-9d51-124b9f0db9ae	PCD-A
d19689e2-1b16-43bc-a133-83208877fa4e	PCD-PN
13ba0fe8-c698-47e4-bb58-4c1644778ef3__6c36d498-1809-4ff7-acfd-0aee214cbeb3	PCD-PN
ab2fe7af-7f25-4ef7-a75f-3ac499502d0d	PCD-A
2a554e51-f576-4d54-92e1-e1843d1f551b__a947a63e-3de6-43ed-aa44-cbf099eb4958	PCD-FA
2a06f398-0708-46ae-bcba-57f1429ec773__f6c8f6b3-ae65-4144-8d93-2b27552cecd6	PCD-NF
5dc751bc-3c89-43cc-92f6-d2c4d40fb4c7	PCD-FA
642f2d54-33c1-440b-bcea-052b88a30c09__84e60953-f3f2-4a93-a61c-98dd7d2ec9eb	PCD-FA
1421ff4a-1cfb-4c2c-b366-3589cb88e909__69f968e4-3972-4677-8e8b-9f204e767518	PCD-NF
1a685087-56b0-43e4-bce0-dc9babce8749__b1dc3ab4-23a4-40a7-8f9d-756c0b02b49b	PCD-A
834eeaeb-e064-43e9-9f51-da6a6d7ce066	PCD-PN
dd343138-9979-4195-b511-ae913bfcb131	PCD-P
dd3c759c-45a1-4737-bd4a-8280db9283e8	PCD-NF
38fe5813-7993-4f8b-b38d-7799b5ef9fa2__39742a8f-da7f-4390-aaaf-07b3fc1a69d3__e8ff1296-5847-4e13-8a43-dbc959038baa	PCD-PN
12ac2902-a47e-482c-a18e-944f4745c006	PCD-PN
0084c260-eb38-473f-9da6-96b05321aad1	PCD-PN
7a1e0cb8-9d41-4c78-9a0b-9e4d21925ec2	PCD-FA
19314f2d-41eb-4ece-bdd7-4743703f79bf	PCD-A
3df3d6c9-df3e-404f-a2fd-15020db0d06d	PCD-NF
887d794e-d509-4ebe-a270-f0fd1d5e09e8	PCD-NF
08077901-dccd-4069-ad63-abc7966741b5	PCD-NF
eefa3a1d-e084-4b9b-9d14-f169fe2aa583	PCD-A
5e987d0c-8707-49db-bac2-8c457be2ef6c	PCD-NF
1a2d4b31-abb4-407e-9575-c486a49dd563	PCD-P
c5396292-8d85-4964-bda6-4c6d76abe6e9	PCD-A
57affaa8-0e8c-4167-8870-8ff0d8d2bcfc	PCD-A
4c0b1484-be45-4a9e-91a3-3798b97c7944__67ef0161-cff0-4c91-93a1-4ded88032d4e	PCD-P
31f33d17-a4a9-4cf4-97b8-d7edb363fc2c	PCD-P
b119ca57-d85a-46ca-bd8b-1451e1703d89	PCD-A
946a572e-fc1d-48cb-b0ce-39730137a917__db68fc19-fa4b-4619-9ea5-7f40c5f76050	PCD-A
a4bc0ee4-afc0-4be7-ae3e-895c3c6d7a1e__b56317d0-f6a8-43b4-b50e-c995eec6e772	PCD-FA
373f9d3a-0087-4608-8249-e87c2fbc06f3	PCD-P
f53a319a-f2a1-4ed0-9ba7-b08cc30c51fe	PCD-PN
709cbbdf-7e06-4b60-8ba3-a8723ed348f0	PCD-A
67353da9-f782-4d16-b99e-d2c653f13a3c	PCD-PN
cd73583e-3622-4ee1-9e57-6f6a708a3520	PCD-A
2943f889-5d75-4e3f-911b-4336b3b870d0__85d23817-c1c4-46d6-82ae-b41b92005fe4	PCD-A
5cba8a9a-e76b-4b24-b686-edb0ec3d2ec2	PCD-P
ffab5eb4-6466-4722-ab69-298bb3262429	PCD-FA
c11dea96-6d94-4659-af5f-b0b7976eda74__f748d5c0-30cc-4f4f-ac56-cec93a75db5b	PCD-NF
2802a38f-01ec-4217-8322-51445921fcdd__48cd230f-7083-43f7-899e-c7ac245bc1af__6df06a97-ee38-4720-9237-5f26bce194c1	PCD-PN
dad37a12-aeb5-4be4-8908-33f5456a9c84	PCD-FA
26b35fe4-3cd9-4272-9813-3bd9bc205be8	PCD-A
6c679cde-8f73-463c-9b68-0c3d2ed6a583	PCD-FA
df5a1bbd-ebc1-4280-8115-1bc2ebe5fe5c	PCD-NF
9fd2ea57-3af6-4de4-b254-bddab901452d	PCD-PN
f3146a02-8bcf-4517-b66e-17c71f8ea869	PCD-FA
37734c6e-9bd2-46fd-a938-f98126a45122	PCD-FA
f313a8e8-6539-4448-8ebf-a38f35638899	PCD-A
a39099ff-a902-4e72-aa33-3e75822b9b3d	PCD-NF
cd9498e0-51f6-4f70-838e-588501dd6b88	PCD-PN
cce8f445-8bcd-4832-91c6-be4bb7b57501	PCD-A
a97759c2-180e-403b-abd3-e8d5f84d725f	PCD-NF
e497c851-36d4-4176-8df0-07d7936e5947	PCD-A
37934dcc-e2cc-4926-a92e-dc0485d4b746	PCD-PN
5d53f977-dcf4-41ab-a04c-1f76e4061ddd	PCD-PN
ad855439-15f1-4e78-9d7d-9eefb5a9e0ef	PCD-A
75a67d6d-430d-45f7-8956-6a4662d84054	PCD-FA
a1b470d7-cce1-4f6a-b0f2-7c6b99692b37	PCD-A
8d7192e5-7ae2-4d2d-8196-31892dca88d0	PCD-FA
1a6aa0af-9dc8-4b24-803b-2ffc4db2cff3	PCD-A
8c7afd56-7df2-4c77-9c5d-f9a00cc77fc0	PCD-NF
3f12e4d0-502e-497f-a162-9cdae148e017	PCD-A
dd3272de-d4f5-4ff4-bbda-30d47103684a	PCD-NF
d1bffb2b-ae09-463b-8893-5ceb2f85c6fc	PCD-FA
51892c12-7aec-4463-bc2d-85f354805d76__d87be8aa-fc6b-42a2-b7be-b60ed80ed461	PCD-P
3cc6928b-53f6-46d3-849c-71b6174049f9__486da704-156e-4f54-8059-7dd9176b0e9c	PCD-NF
2fcc6443-3529-41a4-a2f0-ffafa5898ab2__c2fcec06-bea8-4622-83e2-14631f5540ae	PCD-FA
200f3b17-91c7-4aba-ab63-4302809534ff__be860ec2-e59e-4f4f-a1d5-409383eae046	PCD-FA
88ebe93a-5d23-43d1-be7b-63e7d77415ff	PCD-NF
5493333c-788f-49ea-a15e-5df27cc32950	PCD-A
4b114d44-ce79-4fba-9d32-733f63f2b78d	PCD-A
c9ca18fc-17a5-400c-994b-1e8e56a6c6e6	PCD-A
53db9ab4-36a7-4405-8871-e580002b0a15	PCD-NF
2f2b9f7a-6491-4bd3-b678-361b92b59714__48736183-d8b5-4912-a0cd-6911a8b2ce90	PCD-NF
13559ccb-2de4-4df2-ba7e-0365f5f6366b	PCD-A
af50d871-8b03-4c46-b8ec-1b9a89a329f5	PCD-A
3f368264-80c0-4745-9e1c-6aa176d3b326	PCD-A
d4a4c09e-5294-4979-ac8c-acdff883835e	PCD-PN
40f58bf3-58bc-4b65-a88e-821ee9d24b9f	PCD-NF
822979b4-f4b9-4ca2-85e8-029feb9e7500	PCD-FA
367ee6bb-9eea-4a57-b9f4-5b849e89e0bb	PCD-A
CPT0001020164	PCD-NF
CPT0010050009	PCD-NF
CPT0130410006	PCD-PN
CPT0023470008	PCD-A
CPT0064040009	PCD-PN
CPT0007740006	PCD-A
CPT0063430006	PCD-A
CPT0063480006	PCD-P
CPT0101130006	PCD-NF
CPT0102790006	PCD-NF
CPT0123350006	PCD-A
CPT0087190006	PCD-NF
CPT0108560006	PCD-A
CPT0086260006	PCD-NF
CPT0091610006	PCD-A
CPT0091820006	PCD-FA
CPT0104360006	PCD-NF
CPT0130270006	PCD-PN
CPT0130030006	PCD-FA
CPT0175120013	PCD-PN
CPT0175260013	PCD-A
CPT0175390009	PCD-A
CPT0175560009	PCD-A
CPT0112540006	PCD-FA
CPT0112720009	PCD-FA
CPT0112650006	PCD-FA
CPT0112580009	PCD-A
CPT0191860009	PCD-A
CPT0191710009	PCD-P
CPT0202020014	PCD-FA
CPT0202170009	PCD-A
CPT0202530010	PCD-PN
CPT0204600007	PCD-FA
CPT0204800009	PCD-NF
CPT0204990009	PCD-FA
CPT0202720009	PCD-A
CPT0192540010	PCD-P
CPT0202350010	PCD-A
CPT0218280009	PCD-A
CPT0197150006	PCD-FA
CPT0197090006	PCD-A
CPT0197210009	PCD-PN
CPT0196810006	PCD-PN
CPT0217420009	PCD-P
CPT0225380009	PCD-PN
CPT0190550009	PCD-PN
CPT0233120013	PCD-PN
CPT0227400009	PCD-A
CPT0207210009	PCD-NF
CPT0233320009	PCD-PN
CPT0233600009	PCD-PN
CPT0221200009	PCD-P
CPT0234560009	PCD-A
CPT0090440006	PCD-FA
CPT0111150007	PCD-PN
CPT0089880006	PCD-P
CPT0079100006	PCD-A
CPT0068280009	PCD-NF
CPT0069890009	PCD-PN
CPT0117720006	PCD-P
CPT0083980009	PCD-PN
CPT0091050006	PCD-A
CPT0079050006	PCD-P
CPT0105420006	PCD-NF
CPT0098770013	PCD-PN
CPT0126390009	PCD-A
CPT0126450009	PCD-A
CPT0128890009	PCD-PN
CPT0126530009	PCD-PN
CPT0126670009	PCD-NF
CPT0126740009	PCD-FA
CPT0186130009	PCD-PN
CPT0186180009	PCD-A
CPT0126810009	PCD-PN
CPT0136640013	PCD-A
CPT0146380007	PCD-FA
CPT0146480007	PCD-NF
CPT0183250010	PCD-FA
CPT0147180007	PCD-A
CPT0115830006	PCD-NF
CPT0241170009	PCD-PN
CPT0234790009	PCD-NF
CPT0234930010	PCD-NF
CPT0147680007	PCD-FA
CPT0187370009	PCD-A
CPT0208770009	PCD-FA
CPT0209020010	PCD-NF
CPT0236420009	PCD-NF
CPT0197480009	PCD-P
CPT0197740009	PCD-P
CPT0209490009	PCD-NF
CPT0245780009	PCD-A
CPT0245830009	PCD-P
CPT0245880009	PCD-A
CPT0195510006	PCD-FA
CPT0219360009	PCD-A
CPT0237060010	PCD-A
CPT0237200010	PCD-NF
CPT0237410010	PCD-NF
CPT0237550007	PCD-NF
CPT0237690010	PCD-NF
CPT0237760009	PCD-NF
CPT0221650009	PCD-PN
CPT0237970007	PCD-A
CPT0238110007	PCD-FA
CPT0223790009	PCD-NF
CPT0222730009	PCD-PN
5b04b90a-7001-4521-a948-1f3fb3186e00	PCD-A
5fc1446e-05c7-45e3-a621-f8d89bacec63	PCD-P
5d430ee2-3922-410e-bdf0-03c22bc346a7	PCD-NF
bf6dce62-7b0e-4fbe-b888-5bca72a7691d	PCD-A
7089c3bb-b7dc-4fb9-8e3e-d81d16877afd	PCD-A
efa8c3d4-e157-47cf-9aa3-d17ca84f449a	PCD-A
ef54b470-891d-4678-98bb-e3573ad1eb91	PCD-NF
9cd15857-b088-4b70-b258-a2e7d36dc5ba	PCD-A
a79f39da-704f-4996-ba09-623cfd885a7a	PCD-A
1f9c6b1c-7edd-4297-82ea-9f7bac608119	PCD-NF
5c2d7efc-4261-4826-9642-386f9f7020db	PCD-A
6b7638f5-4824-4a76-b1be-c0f1df94f3d0	PCD-NF
9ed64888-3056-4118-86cc-bddaf9da2dda	PCD-PN
0916f650-4853-4de5-988e-fd44843f231a__65dcde6d-351c-4398-b96f-5cdba3e479de	PCD-A
1a501fe7-8152-43db-b03a-f6cf2f81c8a8__d0cbb5af-82fe-4c08-93a4-af9838d56279	PCD-A
0d7e2b82-e85d-4045-b7e0-d508026099b7	PCD-A
d066647b-c078-42c5-acd0-13b0bfe49959	PCD-A
02b6a42a-4bf5-4443-b2c0-b3a4afa66032__91fda349-383d-4889-bf2b-16e5a9d3bc89	PCD-FA
1dec4a74-21d9-4e4d-8a43-b744ed81021a__564b1c81-93aa-4fec-ac06-19aa63cb735a	PCD-NF
f45c05d5-f454-405f-b61f-47950292e7b9	PCD-PN
5110d72b-f987-467e-a553-38105e1c97ea	PCD-A
8fcd999d-1ece-4f53-8cd9-a46522a8a89e	PCD-P
8b939486-d9b0-4c8f-89b7-235e038c44f9	PCD-A
7770e95d-ccf6-4403-b649-89a4e6d84528__aae7532e-5004-43ec-b568-758ee413448e	PCD-A
a04704c3-551a-4d55-8755-c30e6f8d1e8b	PCD-FA
5b0b9fe2-e9f0-4d1d-80a6-6d0612e5e826__e34ae499-b9c7-4bf8-bba6-2c266428126d	PCD-A
b87c5150-707b-4c18-a920-36941442c41a__bf70b142-4d9e-4718-93b6-9a3642c311f6	PCD-A
810aa548-fa75-41f7-a67e-fb82ba1060b0	PCD-NF
7a0e451f-c0c6-49e9-a5c1-798e6937051d	PCD-FA
5c24082b-d2a0-4385-b051-aea9b987024a	PCD-A
12d6e4b4-d8bd-4a65-b698-52905b1ff060__38009c49-7d29-442b-aad6-f0c56ace0236	PCD-A
b8aab8b9-4434-4073-93ec-f14b342f74f1	PCD-FA
7447f78d-a882-42c2-a527-7bbb2b0efbb1	PCD-A
ac44403c-4937-4aff-bbc5-7afbd968a321	PCD-A
85aeecb4-4646-4a87-a7bf-75349cd2a38e	PCD-FA
e94bafbc-cfcc-4b38-ab40-c87f2c091466	PCD-PN
15df4c79-9b2f-449f-bb9d-c9754cd810fd	PCD-A
8555f2c4-3c91-42e3-b89a-8d0dc872e2e6	PCD-FA
efeb7246-cbba-461f-a693-d2b5376c52cd	PCD-A
52cae69c-ee07-49b4-83de-a2e98eaece44	PCD-PN
8b8bc406-a6ec-416a-866d-6ed54e3dde07	PCD-A
4c5261a7-5039-47cc-8076-01a543db3a05	PCD-PN
0cb73dd0-8f2e-44c1-8c75-0b74ed943f47	PCD-PN
6f7faba0-9b1f-4a03-8ae0-13df6339b88f	PCD-P
918ed26f-7a7b-4dd7-98d1-08b38b3f9c2c__c3afb604-a6e5-484e-a919-89f2b8f37b26	PCD-NF
82380a8f-4162-4562-8c2f-9e9c11f3ccc6	PCD-FA
5335fb6e-1460-4b8d-aba6-04648411fb73	PCD-PN
e8dd0bc0-09e8-460c-81cb-ca5baaf676fb	PCD-NF
517448c8-b5e5-433a-b5d0-45d43066cc75	PCD-P
fd5947da-62ba-4cee-8746-c7039524878d	PCD-P
4bf051f8-67eb-4ce2-abb0-37359d673d38	PCD-PN
3184995a-cac9-4f64-9c64-77352d8b58d3	PCD-PN
0df1ad07-20e1-40f1-ba0a-4ac63fa446fd	PCD-FA
a58b5126-18d2-4815-83d7-0223dc4d2174	PCD-FA
94160dfb-8b48-41b7-bfc2-df9fb0ec5f84	PCD-FA
8fda7a26-b114-4a36-8448-534af5fac25f	PCD-P
16ba6131-09c5-4c7a-a103-148962ff1ac7	PCD-PN
3a2a7eb1-fa22-4308-9abf-5acc1210cda3	PCD-PN
6f6b9478-2f80-422b-b151-c1da62b571af	PCD-FA
38d26cbe-2e63-4789-b4d4-4b9c2715125c	PCD-NF
c10aea56-f0f2-4315-aa2c-e8e16230fba8	PCD-FA
48aa2055-ff38-4beb-b504-188824e16e5e	PCD-NF
c1f54a2a-9aa5-453a-ab5f-787f76128ef0	PCD-NF
0e022387-2bb6-4845-ac04-29377255f7b5__a8af99e3-91ab-401e-9426-45c0c234db24	PCD-NF
f1fe8ed0-b21f-44c3-9d95-8c7a99aa3f86__fa27999e-f86a-43bc-9e79-0dd62efaee45	PCD-A
730e9961-2e11-4b35-82de-0f2d00091d00	PCD-A
b0474873-bbb2-4911-b163-e86be63c1ecd	PCD-A
8b4a665a-4452-4c1f-8d8e-a285119f9f7c	PCD-NF
ecf9bf66-72fe-45bb-92a7-889ddcec58f4	PCD-FA
c61ab2cf-e3cb-49c4-bfce-879417d1f31b	PCD-P
2d4c601a-b89e-4a15-b2ce-42c0bc12cd0a	PCD-FA
6ed156f4-b871-491c-aacf-4cd304dbe00c	PCD-A
5849c6ba-baef-4924-8591-57b174c4384f	PCD-PN
f9201b9d-3204-4a2f-a0a7-3313a9627afa	PCD-A
50964e7c-9b6a-44ad-aa7f-aaa838108831	PCD-NF
6575f526-cb75-4c5c-b861-ce4a423f2140	PCD-NF
1f8f374c-aada-4bb8-8af3-f906318fce5d	PCD-NF
639f6862-bffc-4558-819d-5d813a2587da	PCD-A
3f19a0e0-4777-4895-ae5e-87228405a1b4	PCD-PN
a72e5c0f-014b-457f-bfc6-ed9e3ba0b707	PCD-FA
f4a35ac3-33b3-4c83-9b72-5a484ca93609	PCD-A
5b77a130-063d-4e58-ad06-84681f572c3a	PCD-P
0de66ed3-492f-4fac-98d0-7778d5fc1d1c	PCD-A
bfd77e02-72a1-48b3-b5fc-1d8b9d53d6fb	PCD-A
7e4bc0be-dc46-475d-a4c5-9db183bbcaa5	PCD-NF
585d8c0e-6417-495b-aa1a-147ea2ba5491	PCD-NF
c9d1072d-dac7-4b55-a97f-78cc0f307846__edbc129b-de5f-4bb6-b48f-5b5c67669813	PCD-A
47e96521-f2aa-4eeb-810e-bc8b658cebb1__9e1704c0-a7fb-4e79-bd54-5a4906f68e9e	PCD-PN
03b68344-c125-4f70-a4aa-395925d652cc__78e68f7e-e4c8-4929-9004-9567051617cc	PCD-P
7afe8c34-3c9f-4cd4-9da0-bfed560c42c7__beec021d-aaba-4127-bbf3-18e1176806b3	PCD-FA
0e2ffa31-131b-490a-8ef1-7e6ebe561fda	PCD-P
628dd640-68cc-4660-a10c-c4b1cb227ca4	PCD-NF
1f61b8a4-cb8a-4d26-a683-0c8541b2d60c	PCD-A
58643f52-5d14-4df4-828c-01870e03e098	PCD-FA
43b51f33-3245-4a9f-a6b3-b32f0a134585	PCD-NF
3e7ab893-bc40-4ae7-af5c-dd2e34db9cb6	PCD-NF
7e7cc8ae-9036-49b7-807d-23b67526db5d__c1dbb963-66eb-4e3b-8add-bda7e2b88584	PCD-P
1e7b9bdf-7b27-4ff5-a863-85e27b5730f7__3a317772-0b0c-473d-be79-499b01c5dd48	PCD-FA
2b0228ac-182d-48b4-aa06-821a106a5990__b7bec81b-d761-4372-a6f8-cc0458ce699b	PCD-A
64243640-3f92-4da8-853d-cc1226eb9de6__b9651b33-cc5b-416a-9b16-f41b6d1d054e	PCD-FA
15f4344b-0c6b-4972-966d-3bc50efb8486__e7589bdd-faff-4e0b-86b9-8c6dc65a8ffc	PCD-P
4be3d5ff-7225-432d-a320-8eac6b4d2cd4__60ee923c-845b-4488-9ad1-fa452f5469b4	PCD-P
6d4f96c4-c7b6-4176-9813-6f5ebec3bc61__8bea0c7e-81f1-4954-bd9e-ee7136899685	PCD-A
d48a2efe-a809-4b8a-ba2a-11b866fa9882__f573a3bb-f782-4f1a-8678-c04d69c253bc	PCD-P
3226f1b3-9ccb-4b9a-8afd-638fe281d27b__798d832f-d911-40e2-a7d6-b4d3a92d58f7	PCD-PN
3d72ac02-1c27-446b-ad4c-e2c2eaf53331__966baff9-7cd3-4f82-82fa-3ea252e57973	PCD-PN
27398775-c29a-44d5-b2c0-3f30814c9310__67791d47-04e8-4dcb-8c65-9eebe0fca563	PCD-A
5fef2f67-378e-4579-9bda-77bbaba63c62__846ff460-3d2d-4321-9bb5-ae6d009124bc	PCD-FA
184a322f-43f7-4abf-93d3-8488c0d98312__21cca33c-2d3a-4441-bde2-89a21caa0ec2	PCD-NF
02fd1085-e890-47bf-9e8b-a8038c547308__9e2e2648-e67d-4fea-9681-778c3c373606	PCD-FA
CPT0088320006	PCD-A
CPT0162660010	PCD-A
CPT0198420010	PCD-A
CPT0208690010	PCD-P
CPT0077860009	PCD-A
CPT0063570006	PCD-P
CPT0162760009	PCD-A
CPT0094230007	PCD-A
CPT0246260007	PCD-A
CPT0226530014	PCD-A
CPT0093930007	PCD-P
CPT0186040010	PCD-A
CPT0238820011	PCD-A
CPT0248590014	PCD-P
CPT0109110007	PCD-FA
CPT0227930010	PCD-FA
CPT0001730008	PCD-FA
CPT0088180007	PCD-A
CPT0094030006	PCD-P
CPT0081360010	PCD-A
CPT0094130007	PCD-PN
CPT0094940007	PCD-A
CPT0109300007	PCD-FA
CPT0198700011	PCD-A
CPT0246940009	PCD-A
CPT0086190007	PCD-FA
CPT0237910010	PCD-FA
CPT0197420010	PCD-A
CPT0185920010	PCD-A
CPT0183450011	PCD-A
CPT0064090009	PCD-FA
CPT0124360009	PCD-P
CPT0166650012	PCD-PN
CPT0109200007	PCD-A
CPT0108400006	PCD-A
CPT0238530011	PCD-A
CPT0078000009	PCD-A
CPT0236780011	PCD-A
CPT0124500010	PCD-P
CPT0208840010	PCD-P
CPT0248410010	PCD-A
CPT0077930010	PCD-P
CPT0217700010	PCD-NF
CPT0094630007	PCD-FA
CPT0208550011	PCD-NF
CPT0221470011	PCD-A
CPT0237270008	PCD-FA
CPT0247040006	PCD-NF
CPT0109010007	PCD-A
CPT0198910011	PCD-NF
CPT0092630006	PCD-FA
CPT0203850010	PCD-PN
CPT0226570010	PCD-A
CPT0226760010	PCD-A
CPT0091660006	PCD-P
CPT0081260010	PCD-A
CPT0123650006	PCD-PN
CPT0125130009	PCD-FA
CPT0236700011	PCD-NF
CPT0238920010	PCD-NF
CPT0081470010	PCD-PN
CPT0246810013	PCD-PN
CPT0246720009	PCD-A
CPT0238040011	PCD-P
CPT0000250008	PCD-FA
CPT0094740007	PCD-NF
CPT0254680009	PCD-P
CPT0209310014	PCD-A
CPT0126160007	PCD-PN
CPT0025750006	PCD-PN
CPT0063970010	PCD-FA
CPT0008750009	PCD-PN
CPT0264150006	PCD-PN
CPT0078250009	PCD-PN
CPT0236560010	PCD-NF
CPT0078090010	PCD-PN
CPT0124980010	PCD-FA
CPT0207780007	PCD-NF
CPT0226490010	PCD-A
CPT0019410007	PCD-NF
CPT0226650010	PCD-P
CPT0174700010	PCD-PN
CPT0207980011	PCD-NF
CPT0166760010	PCD-P
CPT0241500010	PCD-NF
CPT0127270009	PCD-FA
CPT0087890007	PCD-NF
CPT0108930006	PCD-FA
CPT0161770010	PCD-PN
CPT0011520009	PCD-NF
CPT0083270009	PCD-P
CPT0238610015	PCD-P
CPT0246990009	PCD-NF
CPT0221240010	PCD-NF
CPT0124610010	PCD-P
CPT0241320011	PCD-FA
CPT0226600010	PCD-P
CPT0014040009	PCD-A
CPT0088260007	PCD-A
a55424f0-5943-47f9-abd1-ee530352580d	PCD-NF
4cdb7c3b-44af-4445-8635-05026e1a0a7c	PCD-FA
97a05a2d-ab19-4a06-967f-285701da6b0c	PCD-FA
660c8f9a-8401-4cd7-87ac-5428d97ad36c	PCD-FA
f8756add-b285-4a9b-bd68-0d53e845919f	PCD-P
e5730709-8f12-4e76-94d5-a437b18909b5	PCD-A
4cbe6180-9d20-4e92-80ec-14bdb8b12564	PCD-NF
56c48cff-8316-4746-8774-6bb7cf627d17	PCD-PN
4ddeea74-8c1f-42ad-a906-728d398c09b0	PCD-A
4339afb1-4391-4ec1-b9a8-05d6c37590e1	PCD-A
46eca875-a327-478f-a086-d4111f19ee11	PCD-FA
124c1f32-0988-4240-932f-e2f6daa0205f__324fc91e-aba8-4a1f-95f9-3a1938419a95	PCD-PN
2a1a2f54-441f-4a94-99ee-9359bae39a7b	PCD-PN
0c2d3f13-eb08-48bb-aca9-ec0d32f1d93a	PCD-PN
481359ef-8584-4a39-b1d5-96db3e09f544	PCD-A
508ad682-5b7c-46f3-8cee-b795df2e4911	PCD-NF
5a0dc015-c3c9-4d42-a7be-299dd057f624	PCD-FA
f2cf780a-e262-4349-bc39-9f126bbec4d3	PCD-PN
f337b2f5-e689-43bc-904a-2ab7cd9b3ecd	PCD-P
b5a48fac-f425-42ac-ad39-978efdf66e8e	PCD-NF
67f0e427-10b4-40f8-9adf-cef2a2f7f718	PCD-FA
6d000f49-2309-4b4d-bd2f-59dbcb863398	PCD-A
c64fd59d-d632-47fe-af37-fbfe86b645a4	PCD-FA
9bd1f3db-f745-47b2-bbb6-f1346333a7a7	PCD-NF
6b7009d2-e40f-4e71-82ef-fbc631c04d4e	PCD-A
462b9226-041d-4bce-8851-f59f14cdbe32__ec4a2a97-464d-4d7d-abb5-b2455b968170	PCD-A
d6dba5d3-59b9-4a78-8006-92b8cee19c3a	PCD-A
020e5c88-a6ea-4d7b-a179-7b48030a8216	PCD-NF
66103b0a-c4b5-4c14-be56-a4fb7c15b0c6	PCD-FA
0813843c-83cd-4c44-8f33-d4b3a79ace79__ed19d15d-4d19-49ad-a628-3f2cdfb930c8	PCD-A
431cc31c-012f-4a15-9cba-17c0151795fe	PCD-FA
e2dea305-497f-45dd-85a4-f4c16d629019	PCD-A
5666a27c-0482-4df9-8f8a-c84f2080a24b	PCD-NF
0f5896ec-657e-4ef4-b357-960ff7184915	PCD-PN
